countrycode,country,year,gdppc,log_gdppc
NGA,Nigeria,2004,3136.6274,8.05090342523572
NGA,Nigeria,2005,3347.8205,8.11606481607411
NGA,Nigeria,2006,3564.6323,8.17881618587395
NGA,Nigeria,2007,3817.4835,8.24734671488305
NGA,Nigeria,2008,4084.2003,8.31488122313576
NGA,Nigeria,2009,4416.347,8.3930681627684
NGA,Nigeria,2010,4904.8659,8.49798303217619
NGA,Nigeria,2011,5136,8.5440298453698
NGA,Nigeria,2012,5223,8.5608272284363
NGA,Nigeria,2013,5370,8.58858318750291
NGA,Nigeria,2014,5569,8.62497078358967
NGA,Nigeria,2015,5578,8.62658556818743
NGA,Nigeria,2016,5360,8.58671925406485
NGA,Nigeria,2017,5271.1427,8.57000244915048
NGA,Nigeria,2018,5237.6623,8.5636305518171
USA,United States,1821,2715.1872,7.90661618026732
USA,United States,1822,2791.0376,7.93416870531946
USA,United States,1823,2760.1832,7.92305233331995
USA,United States,1824,2836.0336,7.95016173525461
USA,United States,1825,2897.7424,7.97168723004089
USA,United States,1826,2918.312,7.97876064591661
USA,United States,1827,2929.8824,7.98271756468685
USA,United States,1828,2929.8824,7.98271756468685
USA,United States,1829,2833.4624,7.94925470571397
USA,United States,1830,3039.1584,8.01933591396715
USA,United States,1831,3225.5704,8.07886508180759
USA,United States,1832,3342.56,8.11449225945074
USA,United States,1833,3459.5496,8.14889368616807
USA,United States,1834,3294.9928,8.10015926180524
USA,United States,1835,3419.696,8.13730693721691
USA,United States,1836,3469.8344,8.15186214845917
USA,United States,1837,3360.5584,8.11986242962533
USA,United States,1838,3329.704,8.11063869013475
USA,United States,1839,3491.6896,8.15814102411975
USA,United States,1840,3319.4192,8.10754510684775
USA,United States,1841,3252.568,8.08720011716273
USA,United States,1842,3222.9992,8.07806763359946
USA,United States,1843,3274.4232,8.09389701042062
USA,United States,1844,3453.1216,8.14703391252435
USA,United States,1845,3505.8312,8.16218291828676
USA,United States,1846,3526.4008,8.16803302637877
USA,United States,1847,3618.964,8.19394307601496
USA,United States,1848,3712.8128,8.21954503545388
USA,United States,1849,3616.3928,8.19323234393102
USA,United States,1850,3631.82,8.19748917902171
USA,United States,1851,3778.3784,8.23705020186008
USA,United States,1852,3971.2184,8.28682822835975
USA,United States,1853,4242.48,8.35290328289574
USA,United States,1854,4254.0504,8.35562684336278
USA,United States,1855,4161.4872,8.33362778936741
USA,United States,1856,4247.6224,8.35411467008204
USA,United States,1857,4156.3448,8.3323913131666
USA,United States,1858,4176.9144,8.33732807111027
USA,United States,1859,4288.7616,8.3637532989198
USA,United States,1860,4401.8944,8.3897902727028
USA,United States,1861,4311.9024,8.36913447782432
USA,United States,1862,4446.8904,8.39996034437833
USA,United States,1863,4733.5792,8.46243689723419
USA,United States,1864,4889.1368,8.49477104336943
USA,United States,1865,4637.1592,8.44185721634471
USA,United States,1866,4599.8768,8.43378479950983
USA,United States,1867,4751.5776,8.46623196820274
USA,United States,1868,4815.8576,8.4796694184452
USA,United States,1869,4943.132,8.50575441738091
USA,United States,1870,4803.0016,8.4769963347899
USA,United States,1871,4918.7056,8.50080068544136
USA,United States,1872,4991.9848,8.51558886517283
USA,United States,1873,5116.688,8.54026263371965
USA,United States,1874,4964.9872,8.51016599842963
USA,United States,1875,5105.1176,8.53799876657242
USA,United States,1876,5049.8368,8.52711120491552
USA,United States,1877,5098.6896,8.53673884452091
USA,United States,1878,5198.9664,8.55621511558153
USA,United States,1879,5715.7776,8.65098562996531
USA,United States,1880,6255.7296,8.74125305878463
USA,United States,1881,6317.4384,8.75106908852229
USA,United States,1882,6557.8456,8.78841741336409
USA,United States,1883,6559.1312,8.78861343414292
USA,United States,1884,6523.1344,8.78311027560039
USA,United States,1885,6424.1432,8.76781854678537
USA,United States,1886,6471.7104,8.77519571113643
USA,United States,1887,6616.9832,8.79739483509392
USA,United States,1888,6447.284,8.7714142358372
USA,United States,1889,6705.6896,8.81071163904766
USA,United States,1890,6664.5504,8.80455777347328
USA,United States,1891,6811.1088,8.82631020527318
USA,United States,1892,7324.0632,8.89892053492156
USA,United States,1893,6834.2496,8.8297019552743
USA,United States,1894,6510.2784,8.78113749926518
USA,United States,1895,7159.5064,8.87619631903083
USA,United States,1896,6885.6736,8.83719824225223
USA,United States,1897,7406.3416,8.91009188517355
USA,United States,1898,7426.9112,8.91286533122243
USA,United States,1899,7959.1496,8.9820774389604
USA,United States,1900,8037.5712,8.99188222698253
USA,United States,1901,8770.3632,9.07913349841976
USA,United States,1902,8684.228,9.06926378583547
USA,United States,1903,8941.348,9.09844163979871
USA,United States,1904,8663.6584,9.06689236038738
USA,United States,1905,9121.332,9.11837112503531
USA,United States,1906,9980.1128,9.20834967184685
USA,United States,1907,9950.544,9.20538250202494
USA,United States,1908,8975.9761,9.10230696510296
USA,United States,1909,9798.1182,9.18994562581222
USA,United States,1910,9636.7827,9.17334258708612
USA,United States,1911,9735.8893,9.18357426443017
USA,United States,1912,9976.5671,9.20799433217561
USA,United States,1913,10107.9694,9.2210794411984
USA,United States,1914,9096.372,9.11563093169173
USA,United States,1915,9164.1768,9.12305733627248
USA,United States,1916,10222.3199,9.23232883408409
USA,United States,1917,9769.078,9.18697737006164
USA,United States,1918,10471.3058,9.25639401433051
USA,United States,1919,10449.7803,9.25433623324851
USA,United States,1920,10152.9271,9.22551732713165
USA,United States,1921,9674.8805,9.17728816640051
USA,United States,1922,10009.7153,9.21131143034636
USA,United States,1923,11071.243,9.31210630485533
USA,United States,1924,11126.713,9.31710407270921
USA,United States,1925,11149.772,9.3191743282487
USA,United States,1926,11647.7678,9.36286983548502
USA,United States,1927,11532.3979,9.35291556215194
USA,United States,1928,11451.069,9.3458383670698
USA,United States,1929,11954.2353,9.38884091297833
USA,United States,1930,10694.9821,9.27752994783582
USA,United States,1931,9930.9634,9.2034127714671
USA,United States,1932,8380.5044,9.03366338259552
USA,United States,1933,8048.2245,8.99320678707968
USA,United States,1934,8667.0918,9.06728858097856
USA,United States,1935,9680.8386,9.17790380874967
USA,United States,1936,10568.0124,9.26558701955499
USA,United States,1937,11295.0989,9.33212418495053
USA,United States,1938,10526.1336,9.26161635821395
USA,United States,1939,11171.4481,9.3211165255584
USA,United States,1940,12005.0952,9.39308643865307
USA,United States,1941,13553.4017,9.51439284277106
USA,United States,1942,14869.8612,9.60709170518064
USA,United States,1943,16050.2174,9.68347767363777
USA,United States,1944,16999.3272,9.7409290457846
USA,United States,1945,16477.5518,9.70975423660271
USA,United States,1946,14822.4665,9.60389931550138
USA,United States,1947,14311.5472,9.5688219869016
USA,United States,1948,14734.2321,9.59792877979956
USA,United States,1949,14196.672,9.56076284992412
USA,United States,1950,15240,9.63167882924064
USA,United States,1951,16125,9.68812614166397
USA,United States,1952,16444,9.70771594801777
USA,United States,1953,16917,9.73607431247529
USA,United States,1954,16512,9.71184266828129
USA,United States,1955,17370,9.76249985923515
USA,United States,1956,17397,9.76405305654455
USA,United States,1957,17406,9.76457025334946
USA,United States,1958,16946,9.73778709675841
USA,United States,1959,17900,9.79255599182885
USA,United States,1960,18057,9.80128870021588
USA,United States,1961,18175,9.80780230240172
USA,United States,1962,18976,9.85093030179745
USA,United States,1963,19514,9.8788874356679
USA,United States,1964,20360,9.92132747066446
USA,United States,1965,21390,9.97067880207645
USA,United States,1966,22529,10.0225586471771
USA,United States,1967,22842,10.0363562256106
USA,United States,1968,23691,10.0728505081657
USA,United States,1969,24195,10.0939012792274
USA,United States,1970,23958,10.0840575762913
USA,United States,1971,24394,10.1020924794032
USA,United States,1972,25414,10.1430554822645
USA,United States,1973,26602,10.1887416799132
USA,United States,1974,26286,10.176791757042
USA,United States,1975,25956,10.1641580757411
USA,United States,1976,27058,10.2057379891633
USA,United States,1977,28001,10.2399955028053
USA,United States,1978,29286,10.2848648651152
USA,United States,1979,29949,10.3072512140045
USA,United States,1980,29611,10.2959011928996
USA,United States,1981,30056,10.3108175872538
USA,United States,1982,29210,10.2822663953818
USA,United States,1983,30158,10.3142055069257
USA,United States,1984,32076,10.3758633659269
USA,United States,1985,33023,10.404959567375
USA,United States,1986,33850,10.4296942783404
USA,United States,1987,34730,10.4553591457381
USA,United States,1988,35863,10.4874614023326
USA,United States,1989,36756,10.5120567566208
USA,United States,1990,36982,10.5181865867669
USA,United States,1991,36463.9576,10.5040795886941
USA,United States,1992,37240.299,10.5251467603599
USA,United States,1993,37761.5352,10.5390462762126
USA,United States,1994,38807.28,10.5663631368773
USA,United States,1995,39390.6254,10.5812831329651
USA,United States,1996,40412.751,10.606900632964
USA,United States,1997,41722.6703,10.6387999123397
USA,United States,1998,43072.758,10.6706460112894
USA,United States,1999,44575.8486,10.7049474801273
USA,United States,2000,45886.4705,10.7339255922497
USA,United States,2001,45878.0092,10.7337411788459
USA,United States,2002,46266.2959,10.7421690246659
USA,United States,2003,47157.9953,10.761258845266
USA,United States,2004,48492.7171,10.7891689027634
USA,United States,2005,49654.7614,10.8128495641703
USA,United States,2006,50489.86,10.8295278030228
USA,United States,2007,50901.7447,10.8376524789649
USA,United States,2008,50275.7463,10.8252780588867
USA,United States,2009,48452.9335,10.7883481624416
USA,United States,2010,49266.9159,10.8050080576787
USA,United States,2011,49675,10.81325706742
USA,United States,2012,50394,10.8276273993537
USA,United States,2013,50863,10.8368910226868
USA,United States,2014,51664,10.8525164929981
USA,United States,2015,52591,10.8703002814245
USA,United States,2016,53015,10.8783301713599
USA,United States,2017,54007.7698,10.8968832003811
USA,United States,2018,55334.7394,10.9211561891911
